indexk,qx,qy,g2EPW,g2W90,g2W90long,g2W90tran,susRe,susIm,d2EPW,d2W90,d2W90long,d2W90tran
4477,-0.3123,-0.465,434.31370143152526,69143.89928491766,48880.98289938983,20262.916385528228,-21724.019657833145,15052.37348938687,-853.9768700260026,-114225.34963700955,-86561.16340276488,-27664.18623424447
4478,-0.2959,-0.4555,358.3842105432294,68411.77232427409,48494.0642047994,19917.708119474762,-21666.290408652603,15083.858244544777,-725.078761810449,-113511.20356188294,-87414.35940079064,-26096.844161091904
4479,-0.2794,-0.4461,295.74987763552684,67489.89984822873,47920.262570503015,19569.637277725433,-21638.519324160432,15142.820456414416,-617.0776360246674,-113104.18790830216,-88309.51718694517,-24794.670721357346
4480,-0.263,-0.4366,244.72192288424873,66389.66913956171,47172.79219354292,19216.876946018692,-21630.601653607773,15268.659498651132,-526.3242530772724,-112908.99063216778,-89147.98398691264,-23761.006645255606
4481,-0.2466,-0.4271,204.52740643367576,65122.58765760458,46267.491129330825,18855.096528273854,-21554.607635004013,15532.801188386698,-439.2721254658985,-112519.67508939082,-89524.14771397102,-22995.527375419475
4482,-0.2301,-0.4176,174.49284285693437,63699.61303051562,45219.882383130454,18479.730647385382,-21807.862937290407,15727.444066772621,-391.9904971804898,-113218.67669689319,-90721.90066784424,-22496.776029049088
4483,-0.2137,-0.4081,153.55145945841664,62131.0227277977,44045.764220405574,18085.258507392064,-21944.653433034768,16115.223051421204,-345.6950846229172,-113493.25759845758,-91231.22537654387,-22262.032221913538
4484,-0.1973,-0.3986,140.06233127209796,60426.81958701192,42760.89568966383,17665.92389734773,-22111.33159314157,16592.365428894114,-312.0245953701119,-113633.86272583851,-91352.54481730111,-22281.317908537247
4485,-0.1808,-0.3891,131.89373745095924,58597.574297132014,41381.09347303552,17216.48082409653,-22312.760769738205,17340.01622144866,-289.4548905746517,-113601.49235595802,-91050.70806363705,-22550.78429232078
4486,-0.1644,-0.3796,126.68446607691295,56655.53686504697,39924.114886124386,16731.421978922706,-22542.242510533622,18268.618480420388,-275.21790470422314,-113268.35190195942,-90208.86293122417,-23059.488970735227
4487,-0.1479,-0.3701,122.18521063584177,54615.80637630177,38407.79364466167,16208.012731640427,-22781.969073601722,19537.936938850704,-265.56643287351295,-112422.34151368515,-88616.50564167317,-23805.835872012016
4488,-0.1315,-0.3606,116.59752716709453,52497.331234763195,36853.335113876674,15643.996120886304,-22991.763265532278,21514.426514622122,-256.24915709661747,-110651.92094722911,-85896.98262442023,-24754.938322809277
4489,-0.1151,-0.3511,108.85311697828664,50323.523648702554,35282.475569384645,15041.04807931811,-23087.636134060747,24311.23523900951,-243.0057776384135,-107177.4563703217,-81348.17288539781,-25829.28348492389
4490,-0.0986,-0.3417,98.79438905708675,48122.31757590264,33718.19475162376,14404.12282427865,-22941.95077756097,25653.352951750563,-222.2946022078538,-101005.53834817318,-74167.44195385223,-26838.096394320997
4491,-0.0822,-0.3322,87.22280065578832,45925.579497827246,32185.470409483663,13740.109088343352,-22495.408217047756,23282.571639366888,-193.38260305739047,-92080.69940732195,-64631.47755138353,-27449.221855938034
4492,-0.0658,-0.3227,75.783124036028,43767.88735627921,30706.817218050215,13061.070138229132,-21843.63520926707,19343.87222412607,-160.20502942520014,-81788.71883294257,-54400.394473182045,-27388.32435976065
4493,-0.0493,-0.3132,66.66666478130617,41684.805686522406,29302.938723103347,12381.866963419407,-21097.312455233423,15282.995474366691,-129.67589367527972,-71558.30409873425,-45025.73476155851,-26532.569337175388
4494,-0.0329,-0.3037,62.15778531309693,39710.880657817055,27991.80781131908,11719.072846498228,-20407.78223395872,13471.377636911435,-108.88601335301682,-62473.11936626178,-37448.41952174157,-25024.699844520157
4495,-0.0164,-0.2942,64.10968531304944,37877.63625705634,26786.53239811385,11091.103858942522,-19881.460655627216,14012.043779686393,-102.02427693035905,-55076.31283358633,-31961.889390599343,-23114.423442986907
4496,0,-0.2847,73.48498359741649,36211.86057855086,25696.583720676088,10515.276857874664,-19378.06903417357,14780.470260572218,-108.79467696845123,-48974.228454716016,-28048.633796335427,-20925.594658380738
4497,0.0164,-0.2752,90.09129646240886,34734.42856139071,24727.781003047403,10006.647558343526,-19238.149112238127,14908.812137614897,-131.05310786554531,-44836.103572497006,-26295.657294081117,-18540.446278416173
4498,0.0329,-0.2657,112.56894078161503,33459.823941526425,23884.082453311723,9575.741488214746,-19061.283081038953,14604.516349689466,-164.35329280476066,-41471.832439426515,-25416.12415487292,-16055.708284553839
4499,0.0493,-0.2562,138.59113273535613,32396.41408748993,23168.852744763342,9227.561342726462,-18953.352290622628,14275.366772973464,-206.787777816594,-38972.415564034214,-25353.290987148855,-13619.124576885388
4500,0.0658,-0.2468,165.18454114922864,31547.414543071973,22586.409680489087,8961.004862582704,-18862.452796265894,13616.505725717509,-252.54882415078936,-37157.29516825605,-25772.78183513144,-11384.513333124567
4501,0.0822,-0.2373,189.09585831450724,30912.3728115768,22142.21301578847,8770.159795788442,-18753.820642860166,12490.521349701978,-293.8355223425785,-35901.697185715515,-26388.710097002982,-9512.987088712467
4502,0.0986,-0.2278,207.1845465976504,30488.91842503971,21842.530433922926,8646.387991116791,-18667.584327603887,12622.622309203663,-324.607907712337,-35114.8531486239,-26957.377948279478,-8157.475200344423
4503,0.1151,-0.2183,216.85474259441665,30274.480891175353,21692.919019622124,8581.561871553158,-18614.496381622976,13451.270539726114,-339.49609288657564,-34724.35471308668,-27279.37046364789,-7444.984249438999
4504,0.1315,-0.2088,216.50548476938698,30267.677003588185,21696.634570912647,8571.042432675573,-18589.917156594314,13440.484145493754,-335.4449073279727,-34692.332947255854,-27246.241484822673,-7446.091462433104
4505,0.1479,-0.1993,205.89018211655485,30469.11725248078,21853.69648050855,8615.420771972236,-18591.275886782045,12552.43311663234,-313.1575552994956,-35019.33336862746,-26864.835712237727,-8154.49765638968
4506,0.1644,-0.1898,186.22342818453095,30881.473202407695,22160.90348308174,8720.56971932585,-18618.866621713332,12122.91174339291,-276.7853458433946,-35742.798089513526,-26245.82221970691,-9496.97586980645
4507,0.1808,-0.1803,159.94239680233096,31508.770929558883,22613.096158668173,8895.674770890695,-18674.99396826884,12482.700747902429,-232.39385081635356,-36934.49536603649,-25595.84485418595,-11338.650511850303
4508,0.1973,-0.1708,130.1945335293618,32355.00944532906,23204.752499143182,9150.256946185857,-18765.507094806,13412.3786554248,-186.08603748936835,-38696.96296326643,-25175.310702414816,-13521.652260851259
4509,0.2137,-0.1613,100.25458140182708,33422.32367415061,23931.584315180637,9490.739358970071,-18899.331879356643,14502.010584293537,-142.6510262862306,-41163.23855738018,-25288.728108355823,-15874.510449024328
4510,0.2301,-0.1518,73.06749202147469,34708.99766648205,24790.79801254711,9918.199653934927,-19085.846539524813,15022.418818266304,-105.18788135681436,-44484.67643233785,-26234.35087672054,-18250.32555561735
4511,0.2466,-0.1424,50.98708275986264,36207.67135997223,25780.50090612501,10427.17045384735,-19218.574115630705,14963.786362469542,-75.0359468558594,-48546.599621284,-28012.600863358482,-20533.998757925223
4512,0.263,-0.1329,35.65357412280721,37904.06813128018,26898.00963366457,11006.05849761566,-19701.568380022476,14206.953758477226,-55.5975511614265,-54557.44407863124,-31909.824527998164,-22647.61955063288
4513,0.2794,-0.1234,27.928166944286826,39776.502067602894,28137.922956229835,11638.579111373127,-20187.21721628892,13475.469580592537,-46.700186595880844,-61847.7477361843,-37322.91338629542,-24524.83434988908
4514,0.2959,-0.1139,27.863868798740594,41796.309093129705,29490.48998626765,12305.819106862222,-20823.59463950619,14453.515797063228,-50.84016663479231,-70868.71806317412,-44834.18572544173,-26034.532337732948
4515,0.3123,-0.1044,34.74569541623936,43929.195933400864,30940.50860869476,12988.687324705901,-21565.38901981873,17964.132298322464,-69.45458463031935,-81174.6386869751,-54240.95083652285,-26933.687850451566
4516,0.3288,-0.0949,47.22693971891094,46137.334859239294,32468.017398317388,13669.317460921968,-22278.64387794981,22649.967976837128,-101.58847735816136,-91709.81807072787,-64654.02635434132,-27055.791716386015
4517,0.3452,-0.0854,63.54600299594144,48381.88262854432,34048.84643223639,14333.036196307987,-22791.278201519697,25550.169056255014,-142.79791192680253,-100988.56686630727,-74472.45648006994,-26516.110386237244
4518,0.3616,-0.0759,81.77650487959436,50625.50744742425,35657.0252494845,14968.482197939507,-22995.166522422845,24498.760864121166,-187.25789429627147,-107583.9836757855,-82005.31427360955,-25578.66940217599
4519,0.3781,-0.0664,100.05986309848092,52834.50179692716,37266.392313596494,15568.10948333074,-22952.0055103105,21873.3303841336,-230.10459484361144,-111529.13303089638,-86981.44359223673,-24547.689438659
4520,0.3945,-0.0569,116.78590908816132,54980.1520244265,38851.915361022264,16128.236663404045,-22779.97639790234,20010.54498080309,-267.8040112953767,-113673.60403006982,-90048.01753211225,-23625.58649795743
4521,0.4109,-0.0475,130.70938734655266,57039.205793998706,40390.74805916801,16648.457734830747,-22541.69149394621,18820.74589596943,-297.9264889387013,-114478.56397629321,-91582.81053491775,-22895.753441374905
4522,0.4274,-0.038,141.00931247672924,58993.4766051704,41863.98917760539,17129.487427564614,-22305.07902092571,17976.200951714778,-319.285011882922,-114637.58508022195,-92251.13095425024,-22386.454125972596
4523,0.4438,-0.0285,147.31025977103022,60828.793884638755,43253.43822414507,17575.355660494235,-22101.891253995374,17381.49797057659,-331.6435252383885,-114548.46165325909,-92430.75143262152,-22117.710220637407
4524,0.4603,-0.019,149.68912655813483,62533.607115281025,44543.03018852764,17990.57692675316,-21935.97673032293,17172.25665627668,-335.4334373866265,-114314.31951828545,-92220.35545004622,-22093.96406823931
4525,0.4767,-0.0095,148.68928408494253,64097.572818504406,45717.281492099115,18380.291326405615,-21800.03295253146,17098.839347990986,-331.5554524620763,-113954.33962749249,-91635.0879061104,-22319.25172138244
4526,0.4931,0,145.35960104131817,65510.41057267961,46760.73253684315,18749.67803583631,-21548.38618859796,17175.73174618085,-313.6463976489824,-113178.1053210137,-90376.72599080337,-22801.379330210402
4527,0.5096,0.0095,141.33317725899857,66761.23522142333,47657.532044276944,19103.703177146584,-21622.16622800723,17243.48999397869,-309.1996767051391,-113475.6555710285,-89932.79054030578,-23542.86503072247
4528,0.526,0.019,138.9657922543175,67838.47684508057,48391.56642460678,19446.910420473774,-21628.17355101335,17155.985514654156,-298.67643873700297,-113581.65756630445,-89034.24451506653,-24547.413051237887
4529,0.5425,0.0285,141.5749332991267,68730.39497716018,48947.078944433284,19783.31603272673,-21652.437472832633,16677.757404396136,-296.24986131118413,-113890.26153656674,-88075.19937978037,-25815.062156786393
4530,0.5589,0.038,153.86903303035515,69426.08267417127,49309.60083798992,20116.48183618153,-21705.371336746346,16421.21649625462,-311.20062080980995,-114496.05161157946,-87150.49607813856,-27345.55553344053
4531,0.5753,0.0475,182.7573200634021,69916.75287317795,49467.27965238173,20449.47322079609,-21793.446853585752,16297.552668112576,-356.57626957233043,-115451.92393993311,-86309.03126746156,-29142.892672471226
4532,0.5918,0.0569,238.94175618138382,70197.03198345829,49413.066472656916,20783.96551080137,-21920.534392267185,16201.604119975418,-451.890765274122,-116808.1048435818,-85586.84337164032,-31221.261471942653
4533,0.6082,0.0664,340.16780367491947,70265.98436136468,49141.76487347754,21124.219487887756,-22087.47247478679,16137.915728163665,-629.0081371665887,-118578.19749077126,-84965.51652807306,-33612.68096269842
4534,0.6246,0.0759,518.1788249089891,70127.66734950595,48656.091928299866,21471.57542120559,-22286.82593048307,16176.101559704464,-944.9258381958992,-120708.19501968804,-84351.87998008334,-36356.31503960428
4535,0.6411,0.0854,834.5693174570703,69791.14630150869,47963.30395085668,21827.84235065154,-22556.593703966802,16269.2395240827,-1511.0228697685513,-123511.71310009278,-83981.00800319432,-39530.705096898004
4536,0.6575,0.0949,1420.2154892237738,69270.02999403853,47074.852149889455,22195.177844149664,-22864.060105077217,16514.45766905314,-2566.6603219606495,-126731.95649287982,-83549.35425006445,-43182.602242815294
4537,0.674,0.1044,2585.871942227695,68581.6654600032,46006.83966080908,22574.825799194226,-23213.59286535618,17115.03776685148,-4686.088543887745,-130462.5302455794,-83087.46576859002,-47375.06447698928
4538,0.6904,0.1139,5190.096571103611,67746.13669955461,44777.4408015041,22968.695898050646,-23664.13255363814,18391.59788555263,-9470.379664816539,-135029.2139573957,-82964.68499891277,-52064.52895848252
4539,0.7068,0.1234,12224.39528613738,66785.16986472059,43407.40883246171,23377.761032259088,-24090.005152929967,20817.40950466623,-22512.606780021495,-139531.59396742244,-82599.51932401778,-56932.07464340532
4540,0.7233,0.1329,39493.74910612775,65721.01508415323,41918.45052772673,23802.564556426343,-24583.488653990156,24338.986803046035,-73718.40533058088,-144253.99281409223,-82747.62700523247,-61506.36580886032
4541,0.7397,0.1424,331146.16212536255,64575.396323173605,40331.07674353219,24244.319579641462,-24977.27377816092,27356.32684445527,-626259.080219626,-147793.53941019403,-82831.39878530568,-64962.14062488868
4542,0.7561,0.1518,4.048508743302054e7,63368.689532334385,38667.865548858856,24700.8239834759,-25228.600835593472,29212.50512737268,-7.751832763962515e7,-149618.78560719185,-82725.12908225869,-66893.65652493376
4543,0.7726,0.1613,4.2462979748454526e7,62119.54312587737,36944.23296833532,25175.310157542004,-25311.990281821072,29987.94199991737,-8.215078167955098e7,-149456.6545284938,-82011.21815502821,-67445.43637346472
4544,0.789,0.1708,4.36383304649398e7,60845.11178164988,35179.318456459034,25665.793325190814,-25149.53944564232,30181.602082239762,-8.469945468868983e7,-146706.03994796245,-79681.10055023136,-67024.93939773068
4545,0.8055,0.1803,4.476127111762133e7,59561.89500316505,33391.86891463793,26170.02608852721,-24720.469540893137,27644.758330627912,-8.641036559944536e7,-141179.6279985922,-75083.81590893728,-66095.81208965556
4546,0.8219,0.1898,4.585381668633517e7,58286.903284325075,31599.882336523337,26687.02094780186,-24093.016808262004,22076.682899543554,-8.739221160541235e7,-133511.5335391887,-68525.1981681667,-64986.33537102258
4547,0.8383,0.1993,4.6905226452594034e7,57038.64524275184,29824.67273997272,27213.97250277901,-23412.084904534535,18256.91159811388,-8.795608841695118e7,-125139.35721987573,-61263.82068708246,-63875.536532794016
4548,0.8548,0.2088,4.7896180333389714e7,55837.38416229084,28089.736631207335,27747.6475310832,-22905.456629981883,16782.809075328947,-8.854919700987466e7,-118782.20555922546,-55902.89433094349,-62879.31122828288
4549,0.8712,0.2183,4.8805003921988666e7,54704.327105429846,26418.42528172447,28285.90182370575,-22522.560484904407,16527.81994786698,-8.935763715919933e7,-113586.67894475858,-51591.960644415325,-61994.71830034299
4550,0.8877,0.2278,4.961184204765036e7,53659.8279549366,24835.43092063081,28824.397034305646,-22281.59426237626,16540.223116849582,-9.04768709393691e7,-109890.2577659583,-48644.56086467853,-61245.696901279305
4551,0.9041,0.2373,5.0302005741116725e7,52721.13115654458,23360.752451495006,29360.378705049603,-22121.204954120083,16716.111225992907,-9.176575991968462e7,-107392.34147066704,-46805.03063137855,-60587.310839288686
4552,-0.9041,-0.7877,5.390884230060676e7,54575.67537224629,18332.236237592453,36243.4391346539,-22206.69751716208,16601.295116899517,-1.0126641920091641e8,-110093.6531789074,-45563.62618840308,-64530.02699050506
4553,-0.8877,-0.7782,5.4345274399562776e7,53865.6321524958,17716.438664408222,36149.19348808767,-22111.2871406163,17613.998135051665,-1.027706789425005e8,-108584.68977009424,-44705.08861631051,-63879.60115378321
4554,-0.8712,-0.7687,5.4665319313166976e7,53273.122765790155,17252.49636044299,36020.62640534713,-21968.333557062346,18629.699933035838,-1.0424327820283721e8,-106179.5720528811,-42989.86388641142,-63189.70816647038
4555,-0.8548,-0.7592,5.4884832572459675e7,52797.8428462794,16941.874864578996,35855.96798170045,-21630.54145955352,16557.90881653251,-1.0518579736999947e8,-100427.82339141956,-38127.58916775443,-62300.23422366576
4556,-0.8383,-0.7497,5.502429176930052e7,52436.07090625008,16783.083508038315,35652.98739821168,-21273.396732310142,14091.215612747597,-1.0580316997849555e8,-94420.95082863062,-32858.22750346277,-61562.723325168314
4557,-0.8219,-0.7403,5.510527019464347e7,52182.8813863125,16773.082909725992,35409.79847658648,-21007.482665166677,13718.752458998522,-1.0619006789937916e8,-89963.23319136944,-28849.600328481803,-61113.632862888015
4558,-0.8055,-0.7308,5.514669810637502e7,52034.10297360094,16908.146181893415,35125.95679170747,-20872.49659057988,13911.46467666057,-1.0650024805324249e8,-87595.60483156306,-26678.011507856663,-60917.59332370653
4559,-0.789,-0.7213,5.516156137197678e7,51987.45941471084,17186.35425834668,34801.105156364196,-20771.665149628807,14210.418079445692,-1.064566078245274e8,-86766.06977937507,-25963.728181669147,-60802.34159770648
4560,-0.7726,-0.7118,5.515461365793288e7,52042.72997278681,17604.940445251224,34437.78952753597,-20923.486981080714,14341.827642919168,-1.066332078596842e8,-87615.7652790236,-26670.06110765635,-60945.70417136808
4561,-0.7561,-0.7023,5.512150431037459e7,52201.15892167163,18163.69128390897,34037.46763776262,-21112.085926421933,14806.470943840326,-1.0645088115546563e8,-90005.90600458377,-28927.25999088959,-61078.64601369431
4562,-0.7397,-0.6928,5.5049479330657944e7,52464.54911066429,18859.932310862438,33604.61679980131,-21399.774545348515,14817.874199662885,-1.0616912475833298e8,-94460.62645063637,-33213.63570431923,-61246.99074631633
4563,-0.7233,-0.6833,5.491953906357284e7,52834.43508690928,19692.393743552228,33142.04134335713,-21750.684370060964,16763.15154157399,-1.0562065871551283e8,-100421.27944376307,-38987.183686418415,-61434.09575734442
4564,-0.7068,-0.6738,5.470968190025187e7,53311.52290292244,20659.23266064585,32652.290242276566,-22080.948841484056,18600.390274005058,-1.0472290943808591e8,-106121.86364817346,-44464.53168541557,-61657.33196275824
4565,-0.6904,-0.6643,5.4398673057532504e7,53895.35585058849,21754.376219053112,32140.979631535094,-22220.46143913982,17402.420940109572,-1.032812152838332e8,-108471.4616160722,-46553.95701883781,-61917.50459723438
4566,-0.674,-0.6548,5.3969684620231986e7,54584.0463420781,22973.000969729408,31611.045372348715,-22312.36302913779,16325.169818007023,-1.017897165243791e8,-109930.29394145498,-47649.98520745431,-62280.308734000515
4567,-0.6575,-0.6454,5.341317372160001e7,55373.94341905418,24310.019394804815,31063.92402424966,-22450.74047749025,15857.141636951344,-1.0046535487951957e8,-111873.58917463844,-49105.10231592993,-62768.486858708886
4568,-0.6411,-0.6359,5.2728496407914735e7,56259.227438614966,25750.68614269799,30508.541295917006,-22673.240720571575,15713.976315701406,-9.94227647807283e7,-115003.90952741851,-51611.60728543433,-63392.30224198382
4569,-0.6246,-0.6264,5.19239730456707e7,57231.53851534786,27286.617935457794,29944.920579889684,-23033.365202282897,15907.654168369816,-9.880309346087119e7,-119482.28592405803,-55357.93591255492,-64124.350011503026
4570,-0.6082,-0.6169,5.101539034095005e7,58279.77730189064,28900.52034993876,29379.256951951775,-23576.478221538397,16986.047216050112,-9.855873124624282e7,-125959.72161158065,-60836.969054245885,-65122.75255733439
4571,-0.5918,-0.6074,5.002319450376595e7,59390.155541925036,30576.8814005726,28813.274141352358,-24227.12860412438,20223.109946227367,-9.841227413849826e7,-133621.18067512466,-67396.38840500292,-66224.79227012153
4572,-0.5753,-0.5979,4.896885563340359e7,60546.46934703017,32298.393857216965,28248.075489813215,-24889.863542544175,25722.091386821103,-9.804339189906816e7,-141293.8813756422,-73822.10612407292,-67471.77525156958
4573,-0.5589,-0.5884,4.787099785814586e7,61730.48923972055,34041.60877120214,27688.880468518597,-25404.14278974453,28685.78054449336,-9.696148404901429e7,-147518.15755242144,-78732.71883896308,-68785.43871345921
4574,-0.5425,-0.5789,4.674181012954028e7,62922.34922596757,35786.27394444001,27136.075281527534,-25662.72655289101,28377.44144236174,-9.498959111179519e7,-151164.4049195736,-81083.32091249425,-70081.0840070798
4575,-0.526,-0.5694,4.558353659364265e7,64100.867393458946,37511.21058459113,26589.656808867912,-25737.727554586665,27666.233406814095,-9.223619802580135e7,-153167.31681178216,-82041.34966436529,-71125.96714741635
4576,-0.5096,-0.5599,4.437886894590165e7,65243.80321017834,39189.885641111396,26053.91756906667,-25683.674067027347,27759.213372508413,-8.888857712488282e7,-154007.6516200733,-82412.85079833362,-71594.80082173938
4577,-0.4931,-0.5504,4.286601134147728e7,66328.10954837018,40801.45443498477,25526.65511338511,-25485.624484369684,27729.753366017303,-8.457176145898244e7,-153404.5032447325,-82449.42277232178,-70955.08047241099
4578,-0.4767,-0.541,235089.53753632595,67330.25127336265,42320.17489397035,25010.076379392285,-25251.45837223801,26796.318024775508,-457527.8145231811,-151781.42048240817,-82987.45531857974,-68793.96516382799
4579,-0.4603,-0.5315,24564.063896130425,68226.64535339226,43721.28302877774,24505.36232461452,-24848.11856073506,24233.18683353899,-47160.15589832591,-148091.78347618628,-83240.60388933706,-64851.1795868494
4580,-0.4438,-0.522,8081.197033149672,68994.25042713582,44984.77967920079,24009.470747935025,-24340.45959516834,20286.09739358055,-15312.661654081743,-143028.89160319662,-83392.61092824538,-59636.28067495124
4581,-0.4274,-0.5125,3862.3740417294894,69611.30946397627,46086.84256307072,23524.466900905663,-23817.55788371579,17415.04631468218,-7246.651494889708,-137575.94245044276,-83542.09589275776,-54033.84655768404
4582,-0.4109,-0.503,2243.308446376282,70058.22423247049,47011.552036197674,23046.672196272928,-23297.546683830078,16049.994343313781,-4185.626343198992,-132166.07368087475,-83462.7822589566,-48703.291421918424
4583,-0.3945,-0.4935,1468.2157575744109,70318.50335179576,47741.19796094276,22577.305390853347,-22910.93471648883,15491.879374960914,-2739.4849824198654,-127900.4573065005,-83956.39857748871,-43944.058729012286
4584,-0.3781,-0.484,1038.6577424711581,70379.6740654125,48265.96787691955,22113.70618849272,-22586.118442632716,15255.933394165519,-1949.997089086671,-124372.74630077627,-84344.92453402677,-40027.82176674992
4585,-0.3616,-0.4745,773.6880463910322,70233.99792377379,48580.32976226396,21653.668161510308,-22325.846617049898,15118.822612100947,-1470.552819353974,-121456.51484246357,-84833.65099668253,-36622.86384578052
4586,-0.3452,-0.465,596.2962930326336,69878.8129803308,48680.767347225265,21198.04563310527,-22124.362378239402,15080.549023981002,-1154.1437685450567,-119138.95540868054,-85473.38675141401,-33665.56865726576
4587,-0.3288,-0.4555,469.89425552642547,69316.36629654169,48571.403285954795,20744.963010586554,-21968.978260952426,15062.157612402287,-930.8303051712111,-117301.32221097755,-86229.26935125026,-31072.052859727497
4588,-0.3123,-0.4461,375.754932857948,68553.10333561798,48260.39759866982,20292.705736948203,-21856.245413966983,15051.568755824223,-764.8616273701573,-115894.6990167233,-87101.12646271294,-28793.572554010938
4589,-0.2959,-0.4366,303.8501264648898,67598.51737470413,47755.98082506475,19842.536549639422,-21778.667623640198,15120.697902507458,-637.046531632135,-114845.48057408698,-88037.00113532269,-26808.479438764814
4590,-0.2794,-0.4271,248.6479563419816,66463.78472794166,47072.20414179817,19391.580586143602,-21721.843625476038,15314.43982916388,-536.6100760796909,-114040.2180953956,-88940.43938600301,-25099.778709392973
4591,-0.263,-0.4176,206.93427326630322,65160.47533897746,46221.98908131962,18938.486257658,-21747.691847552793,15460.95920756715,-458.28375998416965,-113580.01915026183,-89915.41751065326,-23664.60163960841
4592,-0.2466,-0.4081,176.56553614198054,63699.61175626905,45219.901137729496,18479.71061853963,-21807.869183997518,15727.456153531204,-396.85328789563385,-113218.71166692727,-90722.08362193167,-22496.628044995403
4593,-0.2301,-0.3986,155.7379354896975,62091.262440245846,44080.06990650759,18011.192533738224,-21730.73872877058,16142.475045328376,-341.281474177018,-112387.39021139876,-90793.45926900621,-21593.930942392526
4594,-0.2137,-0.3891,142.60502174280754,60344.73086148291,42816.541043554644,17528.18981792827,-22029.163890615182,16664.816778795648,-314.5296425772481,-112616.65606092228,-91667.94228905815,-20948.713771864102
4595,-0.1973,-0.3796,135.15278423555546,58469.27778872528,41443.92610169851,17025.35168702677,-22193.26549917112,17305.557028734052,-290.2321016788177,-112122.93270149194,-91567.57527058135,-20555.35743091068
4596,-0.1808,-0.3701,131.25737085315671,56475.21833972386,39977.43476256422,16497.783577159636,-22389.849321798625,18296.362818983376,-274.7729347039535,-111369.72529421156,-90956.80099682868,-20412.92429738283
4597,-0.1644,-0.3606,128.855136201127,54375.17812127881,38434.56498550344,15940.613135775562,-22601.34076806698,19698.06017682555,-265.59136963303297,-110144.98289645114,-89628.4548685982,-20516.528027853423
4598,-0.1479,-0.3511,126.16407011246325,52185.27217106925,36833.97008563787,15351.302085431322,-22791.44643199072,21749.728509715307,-259.66763893454834,-108058.37055027069,-87192.54091700437,-20865.829633267556
4599,-0.1315,-0.3417,121.90843671006166,49925.9807720369,35197.632403208474,14728.348368828645,-22868.585773708717,24454.865947878585,-253.1530021101097,-104291.07938460639,-82877.98125579432,-21413.098128811955
4600,-0.1151,-0.3322,115.50754457254996,47622.53463423547,33549.028260704574,14073.506373530561,-22714.321966162872,25610.21308549015,-242.28673649963352,-97934.57350267036,-75888.28331135945,-22046.290191311295
4601,-0.0986,-0.3227,107.19129361997656,45304.68806714553,31912.47317501398,13392.214892131511,-22249.74355837345,22945.41287076094,-223.703867166322,-88785.80043499301,-66241.28370697451,-22544.51672801834
4602,-0.0822,-0.3132,98.00359654504771,43005.84963770287,30313.46737104747,12692.382266655324,-21616.564635367937,18737.983037859183,-199.19035820702751,-78567.85692557297,-55835.82263274022,-22732.034292833363
4603,-0.0658,-0.3037,89.66073981911288,40761.64481318941,28775.158232767764,11986.486580421612,-20905.3443889639,15849.514877162725,-171.0213419078428,-68087.59109635765,-45776.05222946199,-22311.538866895466
4604,-0.0493,-0.2942,84.25656424290372,38608.08534553252,27318.130770667976,11289.954574864461,-20246.30775895211,13850.160316324384,-147.54846155057905,-58907.139328821104,-37453.209127473885,-21453.930201347375
4605,-0.0329,-0.2847,83.85234283663387,36579.59372388688,25959.676365206695,10619.917358680126,-19665.868802066743,13529.527895037174,-132.6260556378481,-51007.67072989144,-30880.562322510043,-20127.10840738134
4606,-0.0164,-0.2752,90.04029038135072,34707.16024480536,24712.30208249071,9994.858162314827,-19242.66357981338,14692.87889371618,-130.950610791412,-44812.550122682915,-26248.402943817513,-18564.14717886535
4607,0,-0.2657,103.59277084456532,33016.88873321444,23585.150383621465,9431.738349592913,-18814.110100175974,15902.90785438243,-141.53875557568696,-39666.76714925293,-22926.452300255485,-16740.314848997237
4608,0.0164,-0.2562,124.27596425715471,31529.120695563324,22584.63624709558,8944.484448467765,-18719.55904526682,15900.811542350599,-168.927898242677,-36227.87118239087,-21453.93741255278,-14773.933769837988
4609,0.0329,-0.2468,150.8279286576787,30258.232369028934,21716.4743612093,8541.758007819706,-18575.742228572468,15366.340886830103,-207.67163733073315,-33424.70616246208,-20700.123383344253,-12724.582779117842
4610,0.0493,-0.2373,181.03596925265154,29213.093786161055,20987.197690709112,8225.89609545183,-18493.851478715507,14731.331464513958,-256.8362985384624,-31386.95347434302,-20628.393978700406,-10758.559495642616
4611,0.0658,-0.2278,211.85990321681805,28398.080463496666,20405.129234343993,7992.951229152745,-18422.904228055875,13964.397089134518,-309.1751879664348,-29917.45548713007,-20912.046335208302,-9005.409151921705
4612,0.0822,-0.2183,239.63840900082005,27814.448573537054,19980.04263011869,7834.405943418276,-18332.018211044175,13068.938863746436,-355.51997142030694,-28969.56540120656,-21348.2701419664,-7621.295259240076
4613,0.0986,-0.2088,260.50129811817624,27461.831226854425,19721.553154894846,7740.278071959716,-18256.81311560582,13616.229816753117,-387.75133066333126,-28400.98670563152,-21673.802631569346,-6727.184074062109
4614,0.1151,-0.1993,271.0641808489392,27339.592768688733,19636.776457020576,7702.816311668337,-18155.451240156526,14275.486058932469,-396.8205642746861,-28110.626729272662,-21690.876868826777,-6419.749860445906
