indexk,qx,qy,g2EPW,g2W90,g2W90long,g2W90tran,susRe,susIm,d2EPW,d2W90,d2W90long,d2W90tran
48,-0.1315,-1.1199,7.81511459814752e7,64798.09079374438,20358.371715344812,44439.71907839935,-23781.25634007099,24317.060947450598,-2.2171103071647432e8,-136634.72086685785,-47739.369790956494,-88895.3510759019
49,-0.1151,-1.1104,8.256580158777842e7,66152.7784088899,20579.80021470418,45572.978194186035,-23960.22621315746,25326.513095449387,-2.4322849596050778e8,-139836.858364691,-45432.341884078036,-94404.5164806135
50,-0.0986,-1.1009,8.697590628161213e7,67362.10959690774,20760.207782363897,46601.90181454376,-23915.031008424292,22726.23421956684,-2.5296762374697462e8,-140794.36052513146,-42453.60990140672,-98340.75062372503
51,-0.0822,-1.0914,9.12508698544276e7,68412.31529977497,20901.197983312628,47511.11731646253,-23709.89716781836,19171.29698835157,-2.526267885076007e8,-139975.22665098423,-39443.54365071524,-100531.68300026892
52,-0.0658,-1.0819,9.521055161806707e7,69290.9247229323,21005.302705425795,48285.62201750641,-23443.48106325441,16884.60087051827,-2.4709809081763503e8,-138250.5641770967,-36823.45085045953,-101427.11332663873
53,-0.0493,-1.0724,9.863732167822416e7,69986.94372095261,21076.36548987619,48910.57823107638,-23160.247357339907,15944.886045606168,-2.390865104495342e8,-136030.65895088424,-34761.978049173595,-101268.68090171149
54,-0.0329,-1.0629,1.0130137593106881e8,70491.18032071265,21119.883098288385,49371.29722242475,-22930.295869892692,15945.154388627607,-2.3241545162685135e8,-134068.65650898346,-33301.23942170694,-100767.41708727568
55,-0.0164,-1.0534,1.0299656208697107e8,70796.65066640745,21141.51459063954,49655.13607576779,-22794.89696665343,16833.545025935768,-2.288426052374867e8,-132894.2968035252,-32434.356878500552,-100459.9399250244
56,0,-1.044,1.0357889905005497e8,70898.97258339348,21148.00566593466,49750.96691745902,-22251.0068528129,17597.984458860145,-2.2189806299398816e8,-128707.2294241245,-32103.370917725988,-96603.8585063984
57,0.0164,-1.0345,1.0299659859961197e8,70796.65066640779,21146.09292040187,49650.55774600587,-22794.896966653523,16833.545025935728,-2.2884271280078167e8,-132894.29680352565,-32443.445443480363,-100450.85136004467
58,0.0329,-1.025,1.0130144500959368e8,70491.18032071812,21142.970646872585,49348.20967384475,-22930.295869892852,15945.154388627481,-2.3241566671433505e8,-134068.65650904845,-33321.21313396515,-100747.44337508274
59,0.0493,-1.0155,9.863741613091113e7,69986.94372095255,21145.2341782026,48841.70954275015,-23160.247357339736,15944.886045606116,-2.390868313025971e8,-136030.65895088518,-34798.985984811254,-101231.67296607327
60,0.0658,-1.006,9.521066217883621e7,69290.92472293288,21160.060140242917,48130.86458268932,-23443.48106325442,16884.600870518243,-2.470985071405747e8,-138250.56417709703,-36893.45511804827,-101357.10905904928
61,0.0822,-0.9965,9.125098653854923e7,68412.31529977602,21192.851469326666,47219.46383044922,-23709.897167818464,19171.29698835164,-2.526272729602208e8,-139975.2266509883,-39579.90426227487,-100395.32238871334
62,0.0986,-0.987,8.697601963770354e7,67362.10959690754,21249.56736141792,46112.542235489345,-23915.03100842428,22726.23421956672,-2.529681366129061e8,-140794.36052513184,-42707.74816147767,-98086.61236365374
63,0.1151,-0.9775,8.256590366457418e7,66152.77840889042,21336.06440508936,44816.71400380064,-23960.22621315756,25326.513095449372,-2.4322898676945943e8,-139836.85836469222,-45873.60761979475,-93963.25074489691
64,0.1315,-0.968,7.815123099311067e7,64798.09079374383,21454.91887526445,43343.17191847951,-23781.256340070762,24317.06094745047,-2.2171144988284805e8,-136634.7208668566,-48440.43593767781,-88194.2849291807
65,0.1479,-0.9585,7.381284020863645e7,63313.11001362409,21610.22066050841,41702.88935311614,-23441.80631591357,21246.50868790679,-1.9417733734545946e8,-131847.12734884335,-49901.082431190705,-81946.04491765311
66,0.1644,-0.949,6.958993770553978e7,61714.34674880372,21805.647283849903,39908.69946495384,-23058.149486271417,18844.698557273518,-1.6763782436874348e8,-126540.07620693276,-50238.459316064196,-76301.61689086874
67,0.1808,-0.9396,6.549271843189373e7,60020.010634507504,22039.725788707303,37980.284845800685,-22732.844091095027,17547.622512338934,-1.452375874308036e8,-121508.59997083298,-49843.05888131124,-71665.54108952188
68,0.1973,-0.9301,6.151635777239146e7,58250.2669255794,22315.704358283023,35934.5625672961,-22499.678362403953,16857.832487022926,-1.2723849735627769e8,-117087.91957688464,-49132.41159195369,-67955.50798493186
69,0.2137,-0.9206,5.7654164694460474e7,56427.385773264024,22629.120934064253,33798.264839199604,-22348.2723909447,16619.55882054794,-1.1291655968566108e8,-113337.59676414916,-48350.29866524183,-64987.29809890734
70,0.2301,-0.9111,5.390830308416768e7,54575.67641193009,22978.67565091619,31597.000761013867,-22206.64602610066,16601.706566634373,-1.0125468955079997e8,-110092.9161873506,-47530.99422091395,-62561.92196643731
71,0.2466,-0.9016,5.029660589413651e7,52721.13463764186,23361.853058991244,29359.281578650323,-22121.111582921116,16716.103148325186,-9.172720457421555e7,-107391.37592923426,-46804.87617248346,-60586.499756751
72,0.263,-0.8921,4.685359144203537e7,50890.79734803003,23769.55553115894,27121.241816871054,-22062.076626086295,17089.99084497224,-8.371032848607305e7,-105077.6323909212,-46149.66268513141,-58927.9697057895
73,0.2794,-0.8826,4.362062372673766e7,49111.87676151208,24196.28604370211,24915.590717810162,-22014.340203389675,17932.638536296337,-7.67537460998863e7,-102999.28747296828,-45561.401037462216,-57437.88643550672
74,0.2959,-0.8731,4.0539865125574894e7,47410.81226113901,24635.187376744845,22775.624884394132,-21929.363255481465,19662.855391481207,-7.03470184336514e7,-100609.67771924168,-45037.891469031216,-55571.786250210345
75,0.3123,-0.8636,732896.9199829482,45812.40228910945,25073.29033132427,20739.111957785168,-21685.609618567636,20730.797504395185,-1.2514143506136953e6,-96373.46759232324,-44559.22378369622,-51814.2438086274
76,0.3288,-0.8541,38880.991243470555,44339.14987907708,25503.210728408492,18835.93915066853,-21180.45526686379,17479.388427172657,-65100.4166148417,-88783.2495666253,-44126.53354588609,-44656.71602073952
77,0.3452,-0.8447,10506.371013578313,43010.88314454267,25910.35752894462,17100.52561559811,-20560.501484947723,13448.18925581114,-17199.879580118955,-79487.48674732356,-43751.257792907934,-35736.228954415536
78,0.3616,-0.8352,4052.107629944162,41844.6277082018,26286.21319694811,15558.414511253546,-20044.22078257581,12727.811572494855,-6476.696925352795,-71288.36169281504,-43427.07336045225,-27861.28833236275
79,0.3781,-0.8257,1767.0539367696285,40854.64716238558,26620.34758417435,14234.29957821127,-19681.659250942394,13735.988602548538,-2759.677186750261,-64968.60255614928,-43152.086222784594,-21816.516333364933
80,0.3945,-0.8162,786.083937573105,40052.55245318205,26900.613273358154,13151.93917982387,-19435.69986864683,16056.216575701887,-1201.2156209639675,-60304.96633118066,-42936.85763373918,-17368.108697441894
81,0.4109,-0.8067,327.5601059262423,39447.408369811696,27119.408062735733,12328.000307075738,-19240.40658374571,18200.328277061522,-489.036986453023,-56988.94575211743,-42764.276385844845,-14224.66936627256
82,0.4274,-0.7972,112.66587579705033,39045.81032382113,27270.020248961955,11775.790074859491,-19102.24964454232,17487.10122616532,-166.58479287555372,-54846.952500058076,-42639.00453195438,-12207.947968103772
83,0.4438,-0.7877,27.760830250424313,38851.93757836297,27346.566031046452,11505.37154731652,-19034.484585778653,16403.621311870294,-42.84694365602505,-53812.06602973505,-42581.8243056527,-11230.241724082445
84,0.4603,-0.7782,29.174290406583996,38867.594255117154,27346.820110850782,11520.774144266503,-19030.680031300995,16376.565505843091,-44.28686269181548,-53845.463215576776,-42586.163656999015,-11259.299558577988
85,0.4767,-0.7687,114.63235740804441,39092.23361060112,27270.586794900028,11821.646815701266,-19089.022908831925,17175.863231370065,-167.11613785858054,-54963.11720844215,-42652.49309999544,-12310.624108446962
86,0.4931,-0.7592,322.4501426908433,39522.94635138758,27120.30971134349,12402.636640044348,-19213.68613621205,17144.876153392557,-474.01506065838066,-57234.04402932511,-42789.70021893781,-14444.343810387003
87,0.5096,-0.7497,758.0822322897468,40154.39936183902,26900.0530688224,13254.346293016764,-19408.629322290424,15500.057853216982,-1138.6824895306559,-60726.284989960106,-42982.147691566075,-17744.137298394096
88,0.526,-0.7403,1685.9066922786853,40978.73865862401,26618.61131503552,14360.127343588538,-19695.469391778242,13647.887313311272,-2600.6930872015505,-65642.53987419161,-43224.62340954478,-22417.91646464692
89,0.5425,-0.7308,3861.8469943343957,41985.50137004525,26282.210136828515,15703.291233216818,-20106.47694016578,12745.91670730001,-6125.5026229562445,-72288.55763785772,-43522.75779072669,-28765.799847130802
90,0.5589,-0.7213,10135.821325528399,43161.59282090995,25903.42954406261,17258.163276847263,-20668.161225975306,13635.73871372814,-16508.80876093187,-80848.37141584964,-43866.44002700349,-36981.93138884674
91,0.5753,-0.7118,39198.15749483777,44491.366561036324,25492.588844603153,18998.777716433156,-21323.862082145173,18001.594598042295,-65374.70580314723,-90404.19707458797,-44260.00280652476,-46144.194268063315
92,0.5918,-0.7023,1.0425477973952139e6,45956.81022629249,25060.049121880675,20896.761104411726,-21842.935195135524,21322.212429507726,-1.7740095280907853e6,-97997.88080173646,-44712.402209203174,-53285.47859253354
93,0.6082,-0.6928,4.019797464294326e7,47537.814725541626,24619.835598168993,22917.97912737266,-22081.489697156354,19985.773865015788,-6.95013992701155e7,-102036.41290314734,-45211.60442878929,-56824.80847435797
94,0.6246,-0.6833,4.312897335771432e7,49212.5067882053,24181.79039137278,25030.716396832257,-22156.84266118717,18025.34118654362,-7.560909711525713e7,-104185.88916983153,-45761.016206786815,-58424.872963044676
95,0.6411,-0.6738,4.623012515951681e7,50957.64869525409,23754.7440433527,27202.904651901426,-22194.50588259223,17045.77203314579,-8.228937112041873e7,-106044.88665169284,-46369.9748880029,-59674.91176369015
96,0.6575,-0.6643,4.95320126845646e7,52749.124409467004,23350.14677869778,29398.977630769037,-22249.08656072609,16570.979709603955,-9.002223157799831e7,-108178.11557394093,-47050.82723826689,-61127.288335673686
97,0.674,-0.6548,5.2995742236193016e7,54562.50873084374,22972.96205522436,31589.546675619433,-22335.108989864904,16377.672456281036,-9.92456767504883e7,-110726.48742011737,-47802.84840229653,-62923.63901782074
98,0.6904,-0.6454,5.6590261023510106e7,56373.65418792699,22632.742366197504,33740.911821729744,-22464.079400270068,16377.280027554614,-1.1051305395907159e8,-113797.65889064499,-48620.95980650501,-65176.699084139655
99,0.7068,-0.6359,6.0300604719855055e7,58159.16742449774,22330.259318277036,35828.90810622064,-22642.269680846042,16812.505230183262,-1.2448943398129237e8,-117467.13049590084,-49443.639887184014,-68023.49060871723
100,0.7233,-0.6264,6.412676225286762e7,59896.64073618985,22068.683972215484,37827.9567639744,-22872.45188300093,17841.69111267659,-1.4195198611915198e8,-121750.08080591049,-50147.11794022593,-71602.96286568369
101,0.7397,-0.6169,6.807719392325094e7,61564.591293866666,21851.201476793733,39713.38981707258,-23156.486493835906,18925.365284789725,-1.6361062847799236e8,-126555.71620340206,-50496.56711714639,-76059.14908625551
102,0.7561,-0.6074,7.215861393123531e7,63142.21790393166,21676.172423770884,41466.04548016024,-23464.82632258467,20910.742846520476,-1.8923195033199242e8,-131533.35384625365,-50104.76065159581,-81428.59319465814
103,0.7726,-0.5979,7.636330061811872e7,64609.22979140131,21540.40464638924,43068.8251450119,-23739.54115938152,23926.298674375892,-2.1574583926023984e8,-135977.64754550415,-48615.91236409813,-87361.73518140486
104,0.789,-0.5884,8.065532411280487e7,65946.03227155963,21440.84525875689,44505.18701280332,-23873.285139440235,24975.82377758682,-2.362063738401403e8,-138832.88035017505,-46041.14449876292,-92791.73585141235
105,0.8055,-0.5789,8.495771683796726e7,67134.41600933821,21370.618219663636,45763.79778967418,-23785.534628174973,22403.259822211927,-2.4485269412574756e8,-139383.1044637813,-42873.22317113222,-96509.8812926496
106,0.8219,-0.5694,8.914361956582826e7,68158.63093442665,21324.417642348573,46834.21329207767,-23536.7209120353,18836.923660293687,-2.434123108041873e8,-138096.27029053422,-39743.17001786816,-98353.10027266602
107,0.8383,-0.5599,9.303534990262243e7,69006.46349138331,21295.876635618184,47710.586855765054,-23243.816639579025,16454.69326437809,-2.3772544143643275e8,-136044.18110900678,-37054.23679905021,-98989.94430995666
108,0.8548,-0.5504,9.641536826913887e7,69669.83197043146,21279.993270696257,48389.838699735614,-22986.056406661337,15233.763798223717,-2.3202467736392516e8,-134051.6719296988,-34958.01048384677,-99093.66144585119
109,0.8712,-0.541,9.905123003020534e7,70144.55757647534,21273.56061677589,48870.996959699536,-22795.173391631168,14579.612043656682,-2.2793330676602632e8,-132507.6813866936,-33479.03463396423,-99028.64675273064
110,0.8877,-0.5315,1.0073233713062435e8,70429.31724965949,21272.513907957516,49156.803341702114,-22680.27072308585,14280.29252790588,-2.2564153332322392e8,-131557.12436771594,-32601.274884299815,-98955.84948341672
111,0.9041,-0.522,1.0131053694847216e8,70524.17489118209,21273.30766530328,49250.867225879054,-22364.17572141261,14192.58580130264,-2.2149698489494923e8,-129107.08210209767,-32263.90122998049,-96843.18087211771
112,-0.9041,-1.5469,1.0073010386898258e8,70429.31717309005,49164.35263354026,21264.96453954943,-22680.27240441251,14280.351973467363,-2.2564544131703922e8,-131557.14088162614,-98970.47284223746,-32586.66803938918
113,-0.8877,-1.5375,9.887949355744883e7,70106.44649678476,48942.90081067994,21163.545686104775,-22424.371809319433,14599.111556140984,-2.22511458033724e8,-128988.20057595956,-96876.86552706233,-32111.335048896828
114,-0.8712,-1.528,9.61123774521274e7,69596.10843336294,48551.445052786636,21044.663380576025,-22833.430454546316,15109.096560822909,-2.3035168462943828e8,-131580.7649286588,-99370.0883568513,-32210.67657180772
115,-0.8548,-1.5185,9.264857312141678e7,68899.91743540796,47995.18983780591,20904.727597602334,-23007.615687803318,16223.062267425603,-2.3535663867900288e8,-132223.24057704423,-99412.64724333325,-32810.59333371038
116,-0.8383,-1.509,8.872051891977848e7,68020.67544168886,47280.908089310244,20739.767352378996,-23221.380549743713,18158.8595531272,-2.4104778388370013e8,-132952.8184794052,-98996.13938045045,-33956.67909895557
117,-0.8219,-1.4995,8.454004090739319e7,66963.79979320885,46417.09211503045,20546.70767817859,-23379.511767959684,20929.13286057369,-2.4223029966056067e8,-132810.24631971162,-97263.91665971061,-35546.329660001415
118,-0.8055,-1.49,8.027727677142213e7,65738.36789384639,45413.91757178632,20324.450322059856,-23431.82307607665,22280.13861748917,-2.3520774697519293e8,-131586.9265382385,-93865.82083862303,-37721.10569961595
119,-0.789,-1.4805,7.605229613897207e7,64357.38054040432,44283.132601152,20074.247939252,-23263.675517131807,20516.56341004251,-2.1480836249997842e8,-128446.2021110219,-88459.4560150063,-39986.74609601465
120,-0.7726,-1.471,7.19369050318304e7,62837.22979226049,43037.498531809455,19799.731260450924,-23051.490147707416,18132.679352568925,-1.8981265284016684e8,-125386.64219434648,-82725.38443971927,-42661.25775462724
121,-0.7561,-1.4615,6.796312890558653e7,61196.70061478093,41690.84485227077,19505.855762510466,-22823.933562429236,17831.70238861679,-1.6436778825285637e8,-121811.34582223448,-77462.73364412654,-44348.61217810767
122,-0.7397,-1.452,6.413511821702141e7,59455.97604147006,40257.10755627048,19198.86848519923,-22707.498485311826,18597.816818487776,-1.433177938872952e8,-119101.87829267146,-73223.49897945867,-45878.37931321331
123,-0.7233,-1.4426,6.044199655282682e7,57636.01223897431,38751.020040552045,18884.99219842208,-22533.84710069678,18339.59177041898,-1.2588843819348115e8,-115533.58839191489,-69666.78246466971,-45866.80592724625
124,-0.7068,-1.4331,5.686991834858636e7,55758.390764973774,37187.50278823657,18570.8879767369,-22384.106875349993,17561.197027796916,-1.119882319158526e8,-112439.88560265144,-66773.72697815728,-45666.158624494
125,-0.6904,-1.4236,5.341207065259078e7,53845.49494567143,35581.3197536761,18264.175191995186,-22239.692426537036,17243.66756066597,-1.0063366680087091e8,-109166.2030500834,-64401.076188130726,-44765.12686195366
126,-0.674,-1.4141,5.007546295514557e7,51920.72527787467,33948.25467101323,17972.470606861585,-22144.490145319232,17335.058436381343,-9.136963867414203e7,-106431.62071466695,-62449.268727287614,-43982.35198737902
127,-0.6575,-1.4046,4.688316535409813e7,50008.504963894135,32304.620102677283,17703.88486121674,-22070.40047176372,17461.29620817531,-8.359703252651058e7,-103874.55930050451,-60754.96376420477,-43119.59553629973
128,-0.6411,-1.3951,4.3869627078649156e7,48133.9757619186,30665.49617036215,17468.47959155603,-22020.079733562798,18028.507021844078,-7.694168705628607e7,-101657.97681080161,-59202.427093688006,-42455.54971711371
129,-0.6246,-1.3856,4.1050565750311024e7,46322.44397425578,29047.748526053954,17274.695448202092,-21953.822491691753,19520.083244112684,-7.100994986661087e7,-99334.7760614439,-57489.92522625463,-41844.85083518874
130,-0.6082,-1.3761,3.432353054187182e7,44598.72321933088,27465.706506282782,17133.016713048382,-21780.20742296495,21543.143944917265,-5.852769551302435e7,-95853.43218051088,-54710.117495116305,-41143.314685395046
131,-0.5918,-1.3666,85604.34966781318,42986.51227640076,25934.731960217276,17051.780316183318,-21355.808821305774,20134.098051996243,-143274.12056785307,-89326.2788382987,-49469.36943423906,-39856.909404061065
132,-0.5753,-1.3571,16144.306810604234,41507.879495983965,24469.53927342259,17038.340222561405,-20723.311307128577,15260.671627708904,-26425.639370581997,-80063.05736196498,-42190.84112940482,-37872.21623256067
133,-0.5589,-1.3476,5572.453712537241,40182.858722111225,23081.441734313237,17101.41698779804,-20117.361564486688,12991.673460423395,-8892.719960777791,-70932.83129291565,-35287.653162562405,-35645.17813035304
134,-0.5425,-1.3382,2350.2725759403156,39029.134565747314,21783.070309786435,17246.064255961137,-19655.58138451827,13399.74498333732,-3649.075710081414,-63570.920228357245,-30001.541534993736,-33569.37869336357
135,-0.526,-1.3287,1066.1035091769297,38061.80662671369,20584.768480003542,17477.03814671013,-19324.93322504181,15464.409437620727,-1609.1017181669154,-57990.631913058925,-26282.53996894525,-31708.09194411415
136,-0.5096,-1.3192,485.7291838695298,37293.24386956117,19493.68416245969,17799.559707101464,-19096.917131056944,17913.883934113393,-713.3809072564674,-53920.96489190369,-23841.479651672817,-30079.485240230963
137,-0.4931,-1.3097,209.6556473790533,36733.042468457505,18518.704301944686,18214.33816651268,-18943.85319365281,18320.061354253536,-300.03726348518876,-51123.90093692184,-22432.75498683762,-28691.14595008441
138,-0.4767,-1.3002,81.28500512512258,36388.07636573075,17663.293965630746,18724.782400100205,-18854.674353566006,17187.20174386829,-113.24112642169726,-49476.28136352368,-21879.300475559467,-27596.980887963895
139,-0.4603,-1.2907,35.752151143070655,36262.597653256285,16932.155662162917,19330.441991093117,-18629.04838224272,16877.64379565009,-47.88666953584891,-47072.410224004976,-21276.411214237014,-25795.999009768137
140,-0.4438,-1.2812,53.93796052783726,36358.32943996782,16328.341984481352,20029.987455486425,-18858.886611501795,17248.044893612423,-75.85928763097019,-49410.50848855331,-22827.72546017854,-26582.78302837439
141,-0.4274,-1.2717,151.21921377011944,36674.509251889256,15850.18393150635,20824.3253203828,-18953.659724153487,18827.797595947868,-219.39298750009587,-50959.337933759925,-24110.95528722314,-26848.382646536957
142,-0.4109,-1.2622,386.8881624571655,37207.87565074239,15498.17543326768,21709.700217474798,-19120.04821395011,18902.577836425822,-577.3450296368685,-53621.25222602504,-25835.834174911957,-27785.41805111303
143,-0.3945,-1.2527,905.8907273097645,37952.62069542339,15267.092369204718,22685.52832621861,-19348.93260575657,15825.798142196032,-1391.8842616537324,-57499.60042445101,-27948.21083880959,-29551.389585640973
144,-0.3781,-1.2433,2075.5653016130477,38900.33729711336,15153.023692361912,23747.313604751333,-19639.624748365237,13449.358720919532,-3266.1576437676986,-62814.55728527285,-30441.256267759625,-32373.301017512502
145,-0.3616,-1.2338,5012.150060919872,40039.974676991806,15149.210875602506,24890.7638013892,-20052.88326385994,12936.906620879909,-8070.598780446222,-69854.98498936323,-33322.8155271802,-36532.16946218273
146,-0.3452,-1.2243,14463.798771881917,41357.796336882064,15245.415334092351,26112.381002789636,-20615.038920273546,14978.821169557112,-23828.011646082494,-78669.58695974991,-36506.49473854412,-42163.09222120587
147,-0.3288,-1.2148,72254.04215300773,42837.335753602645,15431.978605320694,27405.35714828177,-21217.545789641044,19566.68657014376,-121565.93629396473,-87762.89333954263,-39405.76311788741,-48357.13022165565
148,-0.3123,-1.2053,2.8850624366983123e7,44459.37295690309,15697.480766140745,28761.8921907626,-21633.2992016444,21036.83098909185,-4.9435917743101425e7,-94350.73160427918,-41218.63734607069,-53132.0942582079
149,-0.2959,-1.1958,4.142722905203499e7,46201.995399832376,16027.427511842643,30174.567887989808,-21812.67548579209,19295.300460804006,-7.203272188698171e7,-98032.30769597899,-42045.58835791496,-55986.71933806456
150,-0.2794,-1.1863,4.436247572118118e7,48040.8302880788,16408.90991278619,31631.92037529259,-21887.95687652797,18034.707169174544,-7.822023813206813e7,-100576.23388993528,-42603.69974298134,-57972.534146954065
151,-0.263,-1.1768,4.750199707207351e7,49949.51880067554,16826.63392761213,33122.884873063376,-21944.444950688136,17631.973613341946,-8.51429532842204e7,-102986.47081176628,-43183.33080974773,-59803.140002019085
152,-0.2466,-1.1673,5.083068137410931e7,51900.44260283397,17266.925213110484,34633.5173897231,-22020.036832825397,17639.6656627522,-9.319922443605301e7,-105707.53836526163,-43964.82677995222,-61742.71158530862
153,-0.2301,-1.1578,5.431056909264502e7,53865.631912605866,17716.40770951171,36149.22420309396,-22111.219998605615,17613.96779175023,-1.0276729247387157e8,-108583.71158028788,-44704.11242380773,-63879.59915647942
154,-0.2137,-1.1483,5.791541800458238e7,55817.71704986097,18162.289057806625,37655.42799205461,-22246.215828532986,17824.249910305072,-1.1446392403539348e8,-111981.11896429175,-45590.409796039145,-66390.70916825313
155,-0.1973,-1.1389,6.1635841588202566e7,57730.7623018099,18593.901838355032,39136.86046345483,-22388.464696807503,18142.76009215403,-1.2878673863155723e8,-115192.53260045894,-45845.8770166619,-69346.65558379724
156,-0.1808,-1.1294,6.547691238740327e7,59580.85080815337,19002.018825654963,40578.83198249881,-22584.981309509054,18195.87338227759,-1.467902088332537e8,-118929.34994184542,-45945.22810627342,-72984.12183557202
157,-0.1644,-1.1199,6.945091530581091e7,61346.358483608274,19379.596935217152,41966.7615483909,-22771.017238889413,17876.254218589722,-1.6857752204001024e8,-121917.0881227792,-44555.70493501715,-77361.38318776256
158,-0.1479,-1.1104,7.356680548825891e7,63007.93567733923,19721.23905812874,43286.696619210124,-23070.040853463543,18348.371754807304,-1.9502987573330075e8,-125830.56818284122,-42969.19843489713,-82861.36974794393
159,-0.1315,-1.1009,7.78177270166409e7,64548.280071945825,20024.165931679097,44524.11414026672,-23322.352233380978,20705.315677832863,-2.2087003723747692e8,-129156.98258383587,-40356.05377698267,-88800.92880685312
160,-0.1151,-1.0914,8.21680417455089e7,65951.817675604,20286.955351961795,45664.862323642,-23528.044170204856,22432.254438546785,-2.4230698251715067e8,-132630.24245794635,-38083.33844357297,-94546.90401437346
161,-0.0986,-1.0819,8.65417467451467e7,67204.40942073826,20509.81325568518,46694.59616505302,-23514.989192395133,21063.295039214296,-2.5037006628630733e8,-134251.79452243715,-35838.47525043263,-98413.3192720049
162,-0.0822,-1.0724,9.081480886830005e7,68293.17699534948,20695.417648922783,47597.75934642644,-23399.290710212277,18305.0559657444,-2.502655794898002e8,-134861.27618679224,-34146.96397124668,-100714.31221554606
163,-0.0658,-1.0629,9.481450559847358e7,69206.50334673612,20846.955990240094,48359.54735649628,-23210.27785757226,16447.06310879282,-2.447036798616231e8,-134448.61994128753,-32891.29415685003,-101557.32578443816
164,-0.0493,-1.0534,9.832885888976139e7,69934.21890156629,20968.844267717737,48965.37463384841,-23009.809843266692,15590.847660499392,-2.3739836533939487e8,-133571.88495026363,-32190.992590626694,-101380.89235963728
165,-0.0329,-1.044,1.0112801921510059e8,70467.9396521398,21067.16675605924,49400.77289608072,-22576.475511037115,15821.383284386227,-2.2716171452298677e8,-130684.45667229258,-32011.48097567896,-98672.97569661343
166,-0.0164,-1.0345,1.0299656332273476e8,70801.48483712025,21147.879255108317,49653.6055820121,-22795.318818297437,16834.815442550807,-2.2884491990528843e8,-132895.51020794516,-32436.757208304254,-100458.75299964043
167,0,-1.025,1.0377127107749781e8,70931.27818102414,21218.005263814688,49713.27291720957,-22819.32265573509,17230.872370380086,-2.286833535234281e8,-133639.33575084215,-33340.63665753853,-100298.69909330383
168,0.0164,-1.0155,1.0337466635319075e8,70856.63608729948,21284.390380099965,49572.24570719977,-22950.02062963799,16727.665106713634,-2.3068472251170996e8,-135427.65506447334,-35099.523799870665,-100328.1312646026
169,0.0329,-1.006,1.0183321271652156e8,70579.87195173075,21354.311292804672,49225.56065892607,-23166.68633299901,16492.629348616127,-2.3510608407672918e8,-137933.37251105352,-37370.08517521503,-100563.28733583842
170,0.0493,-0.9965,9.927279313510846e7,70106.19239121056,21434.286364326996,48671.90602688277,-23489.200379137583,17014.344235913195,-2.4251733747659758e8,-141434.6215420821,-40440.54589845431,-100994.07564362751
171,0.0658,-0.987,9.589221498167965e7,69443.4148756169,21531.479208883426,47911.935666733436,-23841.87151627038,18813.19163327157,-2.50726196335062e8,-144781.28276100403,-43748.60109360775,-101032.68166739515
172,0.0822,-0.9775,9.192374836181246e7,68601.58007712463,21651.036156433176,46950.54392069157,-24175.4623898509,22519.010940415297,-2.5615836691095325e8,-147602.67449914975,-47565.23110517741,-100037.44339397241
173,0.0986,-0.968,8.759341154042752e7,67592.55328582705,21798.76370391643,45793.78958191042,-24337.144823810864,26735.868774303985,-2.548250756281506e8,-147629.4718954866,-50079.08733132997,-97550.38456415613
174,0.1151,-0.9585,8.309142171833453e7,66429.70349608605,21980.353018526406,44449.350477560336,-24329.369483691185,28025.040308768454,-2.4430380964806724e8,-145575.63999453536,-52082.169220700926,-93493.47077383385
175,0.1315,-0.949,7.85573989618552e7,65127.721117975474,22197.851274094814,42929.86984388082,-24004.06200806801,24610.40323955067,-2.2046775726003978e8,-139849.03507699698,-52255.30239476522,-87593.73268223173
176,0.1479,-0.9396,7.407933728806594e7,63702.59572185208,22454.77625991622,41247.819461935964,-23604.78399839883,20049.066200890902,-1.930185978139775e8,-133689.50828079775,-52099.123933940515,-81590.3843468568
177,0.1644,-0.9301,6.97022225818929e7,62171.7327612744,22754.667323473295,39417.0654378012,-23191.815939418197,17412.993763497474,-1.659037502043682e8,-127455.8577139056,-51363.04240854753,-76092.81530535842
178,0.1808,-0.9206,6.544163807578202e7,60554.14966929477,23095.146645563265,37459.00302373196,-22842.211786627857,16280.77174966132,-1.4370015242117694e8,-122302.43533364545,-50669.4729223746,-71632.96241127088
179,0.1973,-0.9111,6.129862970094006e7,58870.661712471476,23478.178264018527,35392.48344845297,-22591.370545219586,15946.978473816442,-1.2563832373211734e8,-118049.77661480106,-49975.29975033153,-68074.47686446954
180,0.2137,-0.9016,5.727334569586204e7,57143.952815497585,23898.054585968166,33245.89822952922,-22435.861433570062,15985.224934931362,-1.1136041062131694e8,-114732.96685865548,-49449.66024410254,-65283.30661455303
181,0.2301,-0.8921,5.337575823477555e7,55398.43442594811,24352.131009288667,31046.303416659626,-22340.2034734781,16270.880777019349,-9.987729479144016e7,-112061.19078007617,-49002.47644464086,-63058.71433543522
182,0.2466,-0.8826,4.963184346095717e7,53659.83269345251,24836.340400868092,28823.49229258466,-22281.487157847332,16540.271327781815,-9.042937009349234e7,-109889.29687816802,-48644.4173889559,-61244.87948921232
183,0.263,-0.8731,4.608266582174907e7,51954.50842113782,25339.637846823516,26614.87057431436,-22246.754021329343,17074.026739910012,-8.241301598953314e7,-108097.04534292429,-48360.50596334832,-59736.539379575865
